Date,Symbol,Token
2020-11-17,BLKASHYAP,136376068
2020-11-17,VOLTAMP,136385796
2020-11-17,IBREALEST,136404996
2020-11-17,TITAGARH,136439300
2020-11-17,DBCORP,136486660
2020-11-17,VASCONEQ,136487940
2020-11-17,RAMKY,136515076
2020-11-17,ASHOKA,136517380
2020-11-17,GRAVITA,136520196
2020-11-17,KIRLOSENG,136523012
2020-11-17,SCHNEIDER,136739588
2020-11-17,NBCC,136783108
2020-11-17,INDUSTOWER,136912900
2020-11-17,IMAGICAA,137998340
2020-11-17,INOXWIND,138005252
2020-11-17,VRLLOG,138014212
2020-11-17,PRECAM,138146820
2020-11-17,BHARATWIRE,138188548
2020-11-17,MGL,138228996
2020-11-17,ICICIPRULI,138274052
2020-11-17,HPL,138274820
2020-11-23,BOMDYEING,128005124
2020-11-23,BAJAJHIND,128008196
2020-11-23,BHARATRAS,151045380
2020-11-23,CENTURYTEX,128010244
2020-11-23,BEML,128012292
2020-11-23,BEL,128012548
2020-11-23,WHEELS,151058692
2020-11-23,ORISSAMINE,151062020
2020-11-23,HCC,128047364
2020-11-23,KIRLOSBROS,128061700
2020-11-23,ONGC,128079876
2020-11-23,PATANJALI,128094212
2020-11-23,SKFINDIA,128120836
2020-11-23,BBTC,128364804
2020-11-23,GREAVESCOT,128372484
2020-11-23,BOROLTD,139062276
2020-11-23,ORIENTPPR,128619524
2020-11-23,SESHAPAPER,128627204
2020-11-23,PENINLAND,128775940
2020-11-23,INDIANHUME,129213700
2020-11-23,RANEHOLDIN,129484804
2020-11-23,HEG,130465540
2020-11-23,VAKRANGEE,130926340
2020-11-23,MMTC,131424516
2020-11-23,ANANTRAJ,131854084
2020-11-23,ADORWELD,132362500
2020-11-23,GIPCL,132428804
2020-11-23,KEI,132497668
2020-11-23,BALMLAWRIE,133969668
2020-11-23,SCI,134041092
2020-11-23,DREDGECORP,134046212
2020-11-23,RCF,134202884
2020-11-23,HUDCO,138375684
2020-11-23,PSPPROJECT,138379268
2020-11-23,ZOTA,2916865
2020-11-23,GICRE,138433284
2020-11-23,APOLLO,138465028
2020-11-23,UGARSUGAR,135772932
2020-11-23,NRBBEARING,135773956
2020-11-23,IRCON,138740740
2020-11-23,MSTCLTD,2395137
2020-11-23,RVNL,138918148
2020-11-23,BANKINDIA,136230148
2020-11-23,JKPAPER,136233476
2020-11-23,SOUTHBANK,136247812
2020-11-23,IOB,136291332
2020-11-23,PNB,136310020
2020-11-23,UNIONBANK,136314116
2020-11-23,CANBK,136315652
2020-11-23,MAHABANK,136326404
2020-11-23,YESBANK,136357892
2020-11-23,RML,136361220
2020-11-23,GSPL,136371716
2020-11-23,KKCL,136379396
2020-11-23,SUNTV,136379652
2020-11-23,IDEA,136402436
2020-11-23,SPARC,136415236
2020-11-23,EDELWEISS,136428036
2020-11-23,TRIL,136429572
2020-11-23,IRB,136434436
2020-11-23,KIRIINDUS,136439556
2020-11-23,OIL,136475140
2020-11-23,VASCONEQ,136487940
2020-11-23,RAMKY,136515076
2020-11-23,JWL,136517636
2020-11-23,GRAVITA,136520196
2020-11-23,KIRLOSENG,136523012
2020-11-23,PSB,136523524
2020-11-23,INDUSTOWER,136912900
2020-11-23,POWERMECH,138061316
2020-11-23,SATIN,138087428
2020-11-23,BHARATWIRE,138188548
2020-11-23,MGL,138228996
2020-12-01,BAJAJHIND,128008196
2020-12-01,BHARATRAS,151045380
2020-12-01,CESC,128021508
2020-12-01,BHEL,128026372
2020-12-01,ORISSAMINE,151062020
2020-12-01,IFCI,128027140
2020-12-01,MRPL,128027908
2020-12-01,MADRASFERT,151074308
2020-12-01,HMT,128048900
2020-12-01,RALLIS,128090884
2020-12-01,GREAVESCOT,128372484
2020-12-01,SESHAPAPER,128627204
2020-12-01,NELCO,129052676
2020-12-01,NAVA,131333892
2020-12-01,ANANTRAJ,131854084
2020-12-01,VINDHYATEL,132355844
2020-12-01,SYMPHONY,132450564
2020-12-01,CENTUM,132491268
2020-12-01,KITEX,133439492
2020-12-01,HONDAPOWER,133648388
2020-12-01,BALMLAWRIE,133969668
2020-12-01,RIIL,134001924
2020-12-01,SCI,134041092
2020-12-01,NFL,134049284
2020-12-01,IOLCP,134185988
2020-12-01,RCF,134202884
2020-12-01,KIOCL,138414084
2020-12-01,PSPPROJECT,138379268
2020-12-01,GICRE,138433284
2020-12-01,GUJALKALI,135680260
2020-12-01,JUBLPHARMA,135684868
2020-12-01,UGARSUGAR,135772932
2020-12-01,PARACABLES,135822084
2020-12-01,KRBL,135888132
2020-12-01,RAJESHEXPO,136064004
2020-12-01,NEOGEN,138922244
2020-12-01,SWSOLAR,138946564
2020-12-01,ARTEMISMED,138987268
2020-12-01,AGARIND,136171780
2020-12-01,IOB,136291332
2020-12-01,PNB,136310020
2020-12-01,UNIONBANK,136314116
2020-12-01,CANBK,136315652
2020-12-01,ASTRAMICRO,136318212
2020-12-01,UCOBANK,136321284
2020-12-01,MAHABANK,136326404
2020-12-01,GSPL,136371716
2020-12-01,KKCL,136379396
2020-12-01,SUNTV,136379652
2020-12-01,TORNTPOWER,136391428
2020-12-01,DAAWAT,136392452
2020-12-01,TV18BRDCST,136396804
2020-12-01,ICRA,136405764
2020-12-01,SPARC,136415236
2020-12-01,MOTILALOFS,136420356
2020-12-01,EDELWEISS,136428036
2020-12-01,SEPC,136433924
2020-12-01,MOIL,136521220
2020-12-01,PSB,136523524
2020-12-01,BFINVEST,136525572
2020-12-01,TEXRAIL,136531460
2020-12-01,POWERMECH,138061316
2020-12-01,BLS,138258692
2020-12-07,MRPL,128027908
2020-12-07,HMT,128048900
2020-12-07,UNIENTER,2891009
2020-12-07,ABBOTINDIA,128124932
2020-12-07,DEEPAKFERT,128165124
2020-12-07,EXCELINDUS,128166404
2020-12-07,NELCO,129052676
2020-12-07,VINDHYATEL,132355844
2020-12-07,LUMAXIND,132404740
2020-12-07,SYMPHONY,132450564
2020-12-07,CENTUM,132491268
2020-12-07,HERITGFOOD,133005316
2020-12-07,HONDAPOWER,133648388
2020-12-07,RIIL,134001924
2020-12-07,NFL,134049284
2020-12-07,KIOCL,138414084
2020-12-07,GUJALKALI,135680260
2020-12-07,JUBLPHARMA,135684868
2020-12-07,ISEC,138541828
2020-12-07,MIDHANI,138545924
2020-12-07,PARACABLES,135822084
2020-12-07,RAJESHEXPO,136064004
2020-12-07,NEOGEN,138922244
2020-12-07,SWSOLAR,138946564
2020-12-07,AGARIND,136171780
2020-12-07,AJANTPHARM,136276740
2020-12-07,ASTRAMICRO,136318212
2020-12-07,UCOBANK,136321284
2020-12-07,SUZLON,136362756
2020-12-07,REPRO,136367876
2020-12-07,TORNTPOWER,136391428
2020-12-07,TV18BRDCST,136396804
2020-12-07,ICRA,136405764
2020-12-07,DISHTV,136406788
2020-12-07,MOTILALOFS,136420356
2020-12-07,KUANTUM,136431876
2020-12-07,SEPC,136433924
2020-12-07,HATHWAY,136489476
2020-12-07,MOIL,136521220
2020-12-07,BFINVEST,136525572
2020-12-07,STEELXIND,136895492
2020-12-14,ABBOTINDIA,128124932
2020-12-14,EXCELINDUS,128166404
2020-12-14,BDL,138532612
2020-12-14,REPRO,136367876
2020-12-14,ASTEC,136483332
2020-12-14,MCX,136727300
2020-12-14,STEELXIND,136895492
2020-12-21,TTKPRESTIG,132481540
2020-12-21,ASTEC,136483332
2020-12-28,DHANUKA,129975556
2020-12-28,TTKPRESTIG,132481540
2020-12-28,INFOBEAN,139172868
2020-12-28,IRB,136434436
2020-12-28,RTNINDIA,136856836
2021-01-04,EPL,128034564
2021-01-04,EXCELINDUS,128166404
2021-01-04,BAYERCROP,129608964
2021-01-04,DHANUKA,129975556
2021-01-04,INFOBEAN,139172868
2021-01-04,FIEMIND,136388612
2021-01-04,RTNINDIA,136856836
2021-01-11,CIGNITITEC,1316353
2021-02-01,TORNTPHARM,128107524
2021-02-01,PIIND,134052356
2021-02-01,HIKAL,134332164
2021-02-01,MANAPPURAM,135990532
2021-02-08,RELIANCE,128083204
2021-02-08,ALEMBICLTD,129596164
2021-02-08,PIIND,134052356
2021-02-08,MANAPPURAM,135990532
2021-02-08,GSPL,136371716
2021-02-08,ZFCVINDIA,136453892
2021-02-08,INFIBEAM,138190596
2021-02-15,HERITGFOOD,133005316
2021-02-22,SANOFI,128172548
2021-02-22,FMGOETZE,129470468
2021-02-22,KOKUYOCMLN,133940996
2021-02-22,DWARKESH,136348164
2021-03-01,DABUR,128024580
2021-03-01,SANOFI,128172548
2021-03-01,SHREDIGCEM,128558084
2021-03-01,CCL,133017604
2021-03-01,GUJALKALI,135680260
2021-03-01,RITES,138638340
2021-03-01,GEPIL,136271108
2021-03-01,OFSS,136311300
2021-03-01,ASTRAMICRO,136318212
2021-03-01,DWARKESH,136348164
2021-03-01,RENUKA,136363524
2021-03-08,SHREDIGCEM,128558084
2021-03-08,MARKSANS,134247428
2021-03-08,GUJALKALI,135680260
2021-03-08,RITES,138638340
2021-03-08,GEPIL,136271108
2021-03-08,OFSS,136311300
2021-03-08,ASTRAMICRO,136318212
2021-03-08,HATHWAY,136489476
2021-03-22,METROPOLIS,138918404
2021-03-22,JPPOWER,136352516
2021-03-30,RESPONIND,129410308
2021-03-30,RAJESHEXPO,136064004
2021-03-30,METROPOLIS,138918404
2021-03-30,GODREJCP,136300548
2021-03-30,JPPOWER,136352516
2021-03-30,PARAGMILK,138211588
2021-04-05,MAITHANALL,151059972
2021-04-05,ORIENTHOT,128080388
2021-04-05,SANOFI,128172548
2021-04-05,BBTC,128364804
2021-04-05,SRF,128974340
2021-04-05,BSE,5013761
2021-04-05,HIKAL,134332164
2021-04-05,63MOONS,134881540
2021-04-05,SHALBY,138444036
2021-04-05,FINEORG,138638596
2021-04-05,FDC,136089348
2021-04-05,GLENMARK,136267780
2021-04-05,ZYDUSLIFE,136274180
2021-04-05,AXISCADES,136293124
2021-04-05,GODREJCP,136300548
2021-04-05,RENUKA,136363524
2021-04-05,NAUKRI,136390916
2021-04-05,REFEX,136418308
2021-04-05,KSCL,136422148
2021-04-05,APLLTD,136594692
2021-04-05,CIGNITITEC,1316353
2021-04-05,MONTECARLO,137942020
2021-04-05,SHK,138099204
2021-04-05,PRECAM,138146820
2021-04-05,PARAGMILK,138211588
2021-04-05,VALIANTORG,138277124
2021-04-12,ANDHRSUGAR,151055876
2021-04-12,DRREDDY,128031748
2021-04-12,PFIZER,128174084
2021-04-12,IPCALAB,134270468
2021-04-12,GTPL,138394116
2021-04-12,HIKAL,134332164
2021-04-12,ZOTA,2916865
2021-04-12,5PAISA,138438660
2021-04-12,SHALBY,138444036
2021-04-12,SUVEN,135741188
2021-04-12,FINEORG,138638596
2021-04-12,FDC,136089348
2021-04-12,GLENMARK,136267780
2021-04-12,ZYDUSLIFE,136274180
2021-04-12,JSL,136322052
2021-04-12,UTTAMSUGAR,136378628
2021-04-12,RTNINDIA,136856836
2021-04-12,CIGNITITEC,1316353
2021-04-12,SHK,138099204
2021-04-12,PRECAM,138146820
2021-04-12,VALIANTORG,138277124
2021-04-19,DRREDDY,128031748
2021-04-19,RALLIS,128090884
2021-04-19,NOVARTIND,128172036
2021-04-19,WENDT,129385476
2021-04-19,ASTRAZEN,129745924
2021-04-19,DHANUKA,129975556
2021-04-19,GUFICBIO,130324228
2021-04-19,AVANTIFEED,2031617
2021-04-19,CCL,133017604
2021-04-19,DCAL,138419460
2021-04-19,ISEC,138541828
2021-04-19,ANGELONE,139068164
2021-04-19,WOCKPHARMA,136268804
2021-04-19,TV18BRDCST,136396804
2021-04-19,RTNINDIA,136856836
2021-04-19,SYNGENE,138052612
2021-04-19,ICICIPRULI,138274052
2021-04-26,BAJFINANCE,128008708
2021-04-26,BANCOINDIA,128009988
2021-04-26,CHENNPETRO,128028164
2021-04-26,EIDPARRY,128032004
2021-04-26,FOSECOIND,128038404
2021-04-26,TIRUMALCHM,128105476
2021-04-26,FEDERALBNK,128120068
2021-04-26,EXCELINDUS,128166404
2021-04-26,NOVARTIND,128172036
2021-04-26,ASTRAZEN,129745924
2021-04-26,DHANUKA,129975556
2021-04-26,AVTNPL,132890884
2021-04-26,JAYBARMARU,133136900
2021-04-26,DCAL,138419460
2021-04-26,ISEC,138541828
2021-04-26,AXISBANK,136247044
2021-04-26,ACCELYA,136260612
2021-04-26,WOCKPHARMA,136268804
2021-04-26,TVSMOTOR,136279812
2021-04-26,TTML,136286980
2021-04-26,BFUTILITIE,136302084
2021-04-26,UBL,136314372
2021-04-26,GOKEX,136353284
2021-04-26,SUNTV,136379652
2021-04-26,CIEINDIA,136385540
2021-04-26,FIEMIND,136388612
2021-04-26,NETWORK18,136396292
2021-04-26,TRIL,136429572
2021-04-26,BAJAJ-AUTO,136442116
2021-04-26,BFINVEST,136525572
2021-04-26,CARERATING,136909828
2021-04-26,SATIA,138035460
2021-04-26,ICICIPRULI,138274052
2021-05-03,BAJFINANCE,128008708
2021-05-03,BANCOINDIA,128009988
2021-05-03,CESC,128021508
2021-05-03,MADRASFERT,151074308
2021-05-03,FOSECOIND,128038404
2021-05-03,KANSAINER,128042244
2021-05-03,MAHSEAMLES,128067844
2021-05-03,TIRUMALCHM,128105476
2021-05-03,TORNTPHARM,128107524
2021-05-03,FEDERALBNK,128120068
2021-05-03,SIYSIL,128975620
2021-05-03,BAYERCROP,129608964
2021-05-03,HIMATSEIDE,131595012
2021-05-03,AVTNPL,132890884
2021-05-03,JAYBARMARU,133136900
2021-05-03,ICIL,133380100
2021-05-03,JITFINFRA,138319620
2021-05-03,LAOPALA,134898436
2021-05-03,MIDHANI,138545924
2021-05-03,KRBL,135888132
2021-05-03,PATELENG,135966724
2021-05-03,GMDCLTD,136238340
2021-05-03,AXISBANK,136247044
2021-05-03,GEOJITFSL,136264964
2021-05-03,TVSMOTOR,136279812
2021-05-03,UBL,136314372
2021-05-03,ISMTLTD,136314628
2021-05-03,CIEINDIA,136385540
2021-05-03,INDIANB,136400388
2021-05-03,DISHTV,136406788
2021-05-03,MOTILALOFS,136420356
2021-05-03,BAJAJ-AUTO,136442116
2021-05-03,KICL,136525316
2021-05-03,BFINVEST,136525572
2021-05-03,QUESS,138234372
2021-05-10,BOMDYEING,128005124
2021-05-10,CHAMBLFERT,128021764
2021-05-10,HCC,128047364
2021-05-10,RAYMOND,128084484
2021-05-10,TORNTPHARM,128107524
2021-05-10,GLAXO,128168964
2021-05-10,BBTC,128364804
2021-05-10,ANDHRAPAP,128596484
2021-05-10,JAICORPLTD,131132676
2021-05-10,AJMERA,131417348
2021-05-10,GIPCL,132428804
2021-05-10,GET&D,133702404
2021-05-10,VENKEYS,961793
2021-05-10,RIIL,134001924
2021-05-10,NACLIND,134325508
2021-05-10,MASFIN,138431748
2021-05-10,BDL,138532612
2021-05-10,KRBL,135888132
2021-05-10,IOC,135927044
2021-05-10,PATELENG,135966724
2021-05-10,ANUP,138869764
2021-05-10,BORORENEW,128568068
2021-05-10,BANKBARODA,136226308
2021-05-10,ENGINERSIN,136237572
2021-05-10,J&KBANK,136245508
2021-05-10,SOUTHBANK,136247812
2021-05-10,GODREJCP,136300548
2021-05-10,VOLTAMP,136385796
2021-05-10,DISHTV,136406788
2021-05-10,SEPC,136433924
2021-05-10,RTNPOWER,136479236
2021-05-10,SJVN,136500740
2021-05-10,COALINDIA,136519172
2021-05-10,TEXRAIL,136531460
2021-05-17,BOMDYEING,128005124
2021-05-17,BATAINDIA,128011012
2021-05-17,CHAMBLFERT,128021764
2021-05-17,TITAN,128029188
2021-05-17,ESABINDIA,128034052
2021-05-17,FINCABLES,128036868
2021-05-17,HCC,128047364
2021-05-17,JISLJALEQS,128056068
2021-05-17,LT,128130564
2021-05-17,M&M,128133124
2021-05-17,BOSCHLTD,128135684
2021-05-17,COLPAL,128212484
2021-05-17,EIHOTEL,128215044
2021-05-17,INDHOTEL,128217604
2021-05-17,AUTOAXLES,129282564
2021-05-17,GABRIEL,129462788
2021-05-17,COROMANDEL,129637124
2021-05-17,VIPIND,130017284
2021-05-17,TVSSRICHAK,130366212
2021-05-17,BERGEPAINT,130426884
2021-05-17,SHALPAINTS,130527748
2021-05-17,AJMERA,131417348
2021-05-17,CENTUM,132491268
2021-05-17,JTEKTINDIA,133134596
2021-05-17,ALOKINDS,4524801
2021-05-17,KITEX,133439492
2021-05-17,HONDAPOWER,133648388
2021-05-17,EIHAHOTELS,133920516
2021-05-17,HUDCO,138375684
2021-05-17,SIS,138412292
2021-05-17,MASFIN,138431748
2021-05-17,APOLLO,138465028
2021-05-17,BDL,138532612
2021-05-17,SANDHAR,138537732
2021-05-17,VARROC,138643972
2021-05-17,ANUP,138869764
2021-05-17,BORORENEW,128568068
2021-05-17,BANKBARODA,136226308
2021-05-17,J&KBANK,136245508
2021-05-17,TAJGVK,136291844
2021-05-17,GODREJCP,136300548
2021-05-17,MCDOWELL-N,2674433
2021-05-17,ASTRAMICRO,136318212
2021-05-17,AIAENG,136366852
2021-05-17,VOLTAMP,136385796
2021-05-17,PURVA,136420100
2021-05-17,BRIGADE,136429828
2021-05-17,TITAGARH,136439300
2021-05-17,DLINKINDIA,136485380
2021-05-17,DBCORP,136486660
2021-05-17,GREENPOWER,136515332
2021-05-17,JWL,136517636
2021-05-17,SUMMITSEC,136526340
2021-05-17,TEXRAIL,136531460
2021-05-17,MUTHOOTFIN,136549892
2021-05-17,RUPA,136589316
2021-05-17,MCX,136727300
2021-05-17,RBA,139071492
2021-05-17,IBULHSGFIN,137161988
2021-05-17,IMAGICAA,137998340
2021-05-17,ARVSMART,138061060
2021-05-17,NH,138125060
2021-05-17,BLS,138258692
2021-05-17,LTTS,138269444
2021-05-17,ENDURANCE,138279172
2021-05-17,PNBHOUSING,138284292
2021-05-24,BATAINDIA,128011012
2021-05-24,EXIDEIND,128022020
2021-05-24,TITAN,128029188
2021-05-24,GOODYEAR,128043012
2021-05-24,LGBBROSLTD,128064004
2021-05-24,MAHSCOOTER,128068100
2021-05-24,SPICEJET,128072964
2021-05-24,M&M,128133124
2021-05-24,BOSCHLTD,128135684
2021-05-24,AKZOINDIA,128181764
2021-05-24,EIHOTEL,128215044
2021-05-24,APOLLOTYRE,128224516
2021-05-24,PHOENIXLTD,128793604
2021-05-24,EICHERMOT,129331204
2021-05-24,NESCO,129370884
2021-05-24,WESTLIFE,129416452
2021-05-24,ZEEL,129417476
2021-05-24,GABRIEL,129462788
2021-05-24,GILLETTE,130000644
2021-05-24,VIPIND,130017284
2021-05-24,TVSSRICHAK,130366212
2021-05-24,KOKUYOCMLN,133940996
2021-05-24,JMFINANCIL,133991684
2021-05-24,SEAMECLTD,134862596
2021-05-24,APOLLO,138465028
2021-05-24,SANDHAR,138537732
2021-05-24,HDFCAMC,138682628
2021-05-24,STERTOOLS,135874308
2021-05-24,VSTTILLERS,136004100
2021-05-24,CHALET,138854148
2021-05-24,GEPIL,136271108
2021-05-24,KEC,136374788
2021-05-24,ACE,136387076
2021-05-24,DELTACORP,136409092
2021-05-24,DLF,136414212
2021-05-24,BRIGADE,136429828
2021-05-24,TITAGARH,136439300
2021-05-24,GREENPOWER,136515332
2021-05-24,JWL,136517636
2021-05-24,SUMMITSEC,136526340
2021-05-24,RBA,139071492
2021-05-24,PCJEWELLER,136911108
2021-05-24,IBULHSGFIN,137161988
2021-05-24,WONDERLA,137796612
2021-05-24,IMAGICAA,137998340
2021-05-24,ARVSMART,138061060
2021-05-24,CROMPTON,138208260
2021-05-24,BLS,138258692
2021-05-24,ENDURANCE,138279172
2021-05-31,EXIDEIND,128022020
2021-05-31,KANSAINER,128042244
2021-05-31,ZEEL,129417476
2021-05-31,GILLETTE,130000644
2021-05-31,HUHTAMAKI,130513924
2021-05-31,VSTIND,130551300
2021-05-31,KOKUYOCMLN,133940996
2021-05-31,JMFINANCIL,133991684
2021-05-31,HDFCAMC,138682628
2021-05-31,CREDITACC,138693124
2021-05-31,STERTOOLS,135874308
2021-05-31,GEPIL,136271108
2021-05-31,DLF,136414212
2021-05-31,EDELWEISS,136428036
2021-05-31,GLOBUSSPR,136474628
2021-05-31,GODREJPROP,136486404
2021-05-31,CANTABIL,136516356
2021-05-31,PRESTIGE,136518148
2021-05-31,L&TFH,136580868
2021-06-07,TATACOMM,128123652
2021-06-07,BRITANNIA,128211204
2021-06-07,MARATHON,128793860
2021-06-07,SMLISUZU,129329156
2021-06-07,IFBIND,129465860
2021-06-07,VSTIND,130551300
2021-06-07,PSPPROJECT,138379268
2021-06-07,SUNDARMHLD,558849
2021-06-07,UJJIVANSFB,138983428
2021-06-07,DEEPINDS,842753
2021-06-07,IDEA,136402436
2021-06-07,ASHOKA,136517380
2021-06-07,PRESTIGE,136518148
2021-06-07,L&TFH,136580868
2021-06-07,HEMIPROP,139069956
2021-06-14,NAUKRI,136390916
2021-06-14,IDEA,136402436
2021-06-14,ASHOKA,136517380
2021-06-28,LAXMIMACH,128064516
2021-06-28,LINDEINDIA,134004996
2021-06-28,MSTCLTD,2395137
2021-06-28,SWSOLAR,138946564
2021-07-05,LAXMIMACH,128064516
2021-07-05,LINDEINDIA,134004996
2021-07-05,AUBANK,138396420
2021-07-05,MSTCLTD,2395137
2021-07-05,SWSOLAR,138946564
2021-07-05,GRANULES,136315396
2021-07-05,DBL,138252036
2021-07-12,BLUESTARCO,128017156
